sn_trip_id,wst_trip_name,msi_item_description,msi_item_number,wdd_shipped_quantity,ooh_order_number,ooh_header_id,ool_line_id,ship_confirm_flag
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103733,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103439,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103547,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103060,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103068,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103244,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1100982,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103907,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103656,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103685,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103370,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103436,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103141,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103321,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103019,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103753,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103122,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103138,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103216,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103901,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103575,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103628,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103732,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103419,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103193,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1100926,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103005,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103817,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103671,N
1001,995016,REFRIGERADOR CABECERA CERVEZA FULLGLASSDOOR,34458,1,112090,408060,1103585,N
